CustomerID,Gender,Age,Income,SpendingScore,PurchaseFrequency
CUST2946,Nam,35,76692,44,5.4
CUST2947,Nam,68,46364,30,10.4
CUST2948,Nam,48,61095,14,7.4
CUST2949,Nam,52,62844,92,13.2
CUST2950,Nam,48,63073,66,4.7
CUST2951,Nam,69,73893,59,5.8
CUST2952,Nam,62,53295,62,13.1
CUST2953,Nam,66,65640,62,4.7
CUST2954,Nữ,46,57601,21,9.7
CUST2955,Nữ,38,75976,22,2.5
CUST2956,Nam,38,88081,97,7.6
CUST2957,Nam,19,74990,84,12.1
CUST2958,Nam,35,58585,32,5.0
CUST2959,Nam,24,69831,89,8.1
CUST2960,Nữ,32,47369,22,8.0
CUST2961,Nữ,33,66512,64,9.8
CUST2962,Nữ,64,71175,26,13.3
CUST2963,Nam,38,43211,34,12.2
CUST2964,Nam,37,49466,1,6.4
CUST2965,Nam,45,61084,61,11.4
CUST2966,Nam,63,55456,36,8.7
CUST2967,Nữ,38,46781,100,5.1
CUST2968,Nam,60,42535,100,10.4
CUST2969,Nữ,54,58233,97,8.1
CUST2970,Nam,21,68538,41,4.1
CUST2971,Nam,37,41603,16,7.8
CUST2972,Nữ,47,66648,28,13.7
CUST2973,Nữ,62,65245,11,11.5
CUST2974,Nữ,63,76175,98,10.5
CUST2975,Nam,56,59215,43,8.2
CUST2976,Nam,69,58374,26,8.8
CUST2977,Nam,44,44093,22,12.1
CUST2978,Nữ,26,44993,49,2.0
CUST2979,Nam,55,55260,81,12.1
CUST2980,Nữ,28,61312,49,3.7
CUST2981,Nữ,34,82058,25,14.9
CUST2982,Nam,64,56182,82,2.6
CUST2983,Nam,38,35116,89,10.5
CUST2984,Nam,19,43100,86,4.0
CUST2985,Nữ,34,31067,50,12.2
CUST2986,Nữ,33,73465,58,11.6
CUST2987,Nữ,35,40766,19,11.7
CUST2988,Nam,67,56073,77,14.6
CUST2989,Nam,54,45962,20,14.0
CUST2990,Nam,60,76503,59,9.8
CUST2991,Nữ,27,69312,66,8.1
CUST2992,Nam,21,42709,82,5.9
CUST2993,Nữ,18,66649,89,2.2
CUST2994,Nam,24,61746,75,10.4
CUST2995,Nam,20,62280,37,12.4
CUST2996,Nam,30,49876,91,6.8
CUST2997,Nữ,35,76229,70,12.7
CUST2998,Nam,67,40169,40,14.0
CUST2999,Nam,37,42671,82,8.0
